"Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Release_Date"
NA,0,43,1024,25.3,790,24,13,"01-Feb-2010 "
1006,512,195,4096,192.3,1502,128,135,"01-May-2012 "
915,NA,300,4096,384,1500,128,261,"03-May-2012 "
915,1024,385,4096,384.5,1502,256,261,"01-May-2012 "
1216,2048,200,4096,225.5,1762,128,169,"01-Jul-2015 "
1110,512,NA,2048,211.5,1652,128,150,"01-Apr-2012 "
1006,512,195,4096,192.3,1502,128,135,"01-Mar-2012 "
1006,NA,780,8192,769,1502,128,542,"01-Mar-2012 "
993,1024,NA,4096,384.5,1502,256,268,"01-Sep-2012 "
1084,512,NA,2048,201.6,1575,128,147,"01-Apr-2012 "
1058,512,195,2048,192.3,1502,128,144,"13-Apr-2012 "
1006,512,195,4096,192.3,1502,128,135,"23-Apr-2012 "
1006,512,195,4096,192.3,1502,128,135,"01-Jun-2012 "
1084,512,215,2048,201.6,1575,128,147,"01-Apr-2012 "
1006,512,215,4096,192.3,1502,128,135,"01-Apr-2012 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
NA,NA,390,4096,384.5,1502,128,271,"01-Mar-2012 "
1683,2048,250,8192,320.3,1251,160,292,"27-Jun-2016 "
1645,NA,220,11264,493.5,1402,112,394,"10-Mar-2017 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1771,2048,250,8192,345.6,1350,160,306,"27-Jun-2016 "
1480,NA,220,11264,484.4,1376,56,354,"10-Mar-2017 "
576,NA,289,1792,223.8,999,80,92,"08-Jan-2009 "
1480,NA,220,11264,484.4,1376,112,354,"05-Mar-2017 "
1569,NA,220,11264,484.4,1376,56,377,"10-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1506,NA,250,11264,484.4,1376,56,363,"05-Mar-2017 "
1569,NA,220,11264,489.3,1390,56,377,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1506,NA,220,11264,484.4,1376,56,363,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1531,NA,250,11264,484.4,1376,56,368,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1607,3072,220,11264,502,1426,224,386,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"22-Mar-2017 "
1569,NA,220,11264,502,1426,56,377,"05-Mar-2017 "
1569,3072,220,11264,502,1426,224,377,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1531,3072,220,11264,484.4,1376,224,368,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1607,NA,220,11264,502,1426,56,386,"10-Mar-2017 "
1480,NA,250,11264,484.4,1376,112,354,"05-Mar-2017 "
1506,NA,250,11264,484.4,1376,112,363,"05-Mar-2017 "
1607,NA,220,11264,494.2,1404,56,386,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1518,NA,220,11264,484.4,1376,56,366,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1556,NA,220,11264,484.4,1376,56,374,"05-Mar-2017 "
1556,NA,220,11264,484.4,1376,56,374,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1569,NA,220,11264,484.4,1376,56,377,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"10-Mar-2017 "
1594,3072,220,11264,488.6,1388,224,383,"05-Mar-2017 "
1582,3072,220,11264,488.6,1388,224,354,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1480,3072,220,11264,484.4,1376,224,354,"05-Mar-2017 "
1708,2048,200,8192,320.3,1251,160,296,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1607,NA,360,16384,640.5,1251,160,555,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1607,2048,180,8192,320,1250,160,277,"27-May-2016 "
1708,2048,180,8192,323.3,1263,160,296,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1645,2048,200,8192,320.3,1251,160,285,"27-May-2016 "
1657,2048,180,8192,320.3,1251,160,288,"27-May-2016 "
1480,NA,220,11264,484.4,1376,56,354,"05-Mar-2017 "
1708,2048,180,8192,323.3,1263,160,296,"27-May-2016 "
1632,2048,180,8192,320.3,1251,160,283,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1607,2048,180,8192,320,1250,160,277,"27-May-2016 "
1695,2048,180,8192,320.3,1251,160,294,"27-Jun-2016 "
1721,2048,215,8192,320.3,1251,160,298,"27-Jun-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1708,2048,180,8192,320.3,1251,160,296,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1480,3072,220,11264,484.4,1376,224,354," 05-Mar-2017 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1632,2048,300,8192,320.3,1251,160,283,"27-Jul-2016 "
1784,2048,300,8192,320.3,1251,160,310,"27-May-2016 "
1708,2048,180,8192,320.3,1251,160,296,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1506,2048,150,8192,272,2125,120,202,"10-Jun-2016 "
1607,2048,220,8192,256.3,2002,120,216,"10-Jun-2016 "
1506,NA,150,8192,256.3,2002,60,202,"10-Jun-2016 "
1607,2048,150,8192,259.5,2027,120,216,"10-Jun-2016 "
1670,2048,150,8192,272,2125,120,225,"10-Jun-2016 "
1607,2048,150,8192,256.3,2002,120,216,"10-Jun-2016 "
1632,2048,150,8192,262.7,2052,120,220,"10-Jun-2016 "
1607,2048,180,8192,320.3,1251,160,277,"27-May-2016 "
1657,2048,150,8192,256.3,2002,120,223,"10-Jun-2016 "
1607,2048,150,8192,259.5,2027,120,216,"10-Jun-2016 "
1632,2048,150,8192,272.3,2127,120,220,"10-Jun-2016 "
1556,2048,150,8192,256.3,2002,120,210,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1569,2048,150,8192,256.3,2002,120,211,"10-Jun-2016 "
1695,2048,150,8192,256.3,2002,120,228,"10-Jun-2016 "
1556,2048,150,8192,256.3,2002,120,210,"01-Jul-2016 "
1582,2048,150,8192,256.3,2002,120,213,"10-Jun-2016 "
1531,2048,150,8192,256.3,2002,120,207,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1657,2048,150,8192,256.3,2002,120,223,"10-Jun-2016 "
1594,2048,150,8192,256.3,2002,120,214,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1518,2048,150,8192,256.3,2002,120,205,"10-Jun-2016 "
1670,2048,150,8192,272.3,2127,120,225,"10-Jun-2016 "
1594,2048,180,8192,256.3,2002,120,214,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1657,2048,150,8192,256.3,2002,120,223,"10-Jun-2016 "
1657,2048,150,8192,256.3,2002,120,223,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1620,2048,150,8192,256.3,2002,120,219,"10-Jun-2016 "
1531,2048,150,8192,256.3,2002,120,207,"10-Jun-2016 "
1531,2048,150,8192,256.3,2002,120,207,"10-Jun-2016 "
1506,NA,150,8192,256.3,2002,60,202,"10-Jun-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
1582,2048,150,8192,256.3,2002,120,213,"13-Jul-2016 "
1620,2048,120,6144,192.2,2002,80,148,"19-Jul-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,127,"18-Aug-2016 "
1556,2048,120,6144,192.2,2002,80,142,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,127,"29-Aug-2016 "
1506,2048,150,8192,256.3,2002,120,202,"10-Jun-2016 "
NA,0,120,3072,192.2,2002,72,128,"18-Aug-2016 "
1569,2048,120,6144,192.2,2002,80,143,"19-Jul-2016 "
1518,2048,120,6144,192.2,2002,80,139,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,125,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
1544,2048,120,6144,194.6,2027,80,141,"19-Jul-2016 "
1518,2048,120,NA,192.2,2002,80,139,"19-Jul-2016 "
1544,2048,120,6144,194.6,2027,80,141,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,127,"18-Aug-2016 "
NA,0,120,3072,197,2052,72,128,"18-Aug-2016 "
1556,2048,120,6144,192.2,2002,80,142,"19-Jul-2016 "
1632,2048,150,8192,272.3,2127,120,220,"10-Jun-2016 "
1569,2048,120,6144,197,2052,80,143,"19-Jul-2016 "
1569,2048,130,6144,192.2,2002,80,143,"19-Jul-2016 "
1620,2048,120,6144,192.2,2002,80,148,"19-Jul-2016 "
1544,2048,120,6144,192.2,2002,80,141,"19-Jul-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,126,"18-Aug-2016 "
1531,2048,120,6144,192.2,2002,80,140,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
1556,2048,120,6144,192.2,2002,80,142,"19-Jul-2016 "
1594,2048,120,6144,192.2,2002,80,145,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,128,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,128,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,130,"18-Aug-2016 "
1518,2048,120,3072,192.2,2002,72,125,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,126,"18-Aug-2016 "
1620,2048,120,6144,192.2,2002,80,148,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,127,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,132,"18-Aug-2016 "
1617,2048,120,6144,192.2,2002,80,148,"30-Aug-2016 "
1607,2048,120,6144,192.2,2002,80,147,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,134,"18-Aug-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
1645,2048,120,6144,194.6,2027,80,150,"19-Jul-2016 "
1637,2048,140,6144,192.2,2002,80,149,"30-Aug-2016 "
1570,2048,120,6144,192.2,2002,80,143,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
1506,2048,120,6144,192.2,2002,80,137,"19-Jul-2016 "
NA,0,120,3072,192.2,2002,72,129,"18-Aug-2016 "
NA,0,120,3072,192.2,2002,72,123,"18-Aug-2016 "
1354,1024,75,2048,112.1,1752,40,58,"01-Nov-2016 "
1392,1024,75,4096,112.1,1752,48,72,"18-Oct-2016 "
1303,1024,75,4096,112.1,1752,48,68,"18-Oct-2016 "
1366,1024,75,4096,112.1,1752,48,71,"20-Oct-2016 "
1341,1024,75,4096,112.1,1752,48,70,"18-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
1316,1024,75,4096,112.1,1752,48,69,"18-Oct-2016 "
1303,1024,75,4096,112.1,1752,48,68,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"20-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"Unknown Release Date "
1379,1024,75,4096,112.1,1752,48,72,"18-Oct-2016 "
1354,1024,75,4096,112.1,1752,48,70,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
1354,1024,75,4096,112.1,1752,48,70,"18-Oct-2016 "
1341,1024,75,4096,112.1,1752,48,70,"Unknown Release Date "
1316,1024,75,4096,112.1,1752,48,69,"18-Oct-2016 "
1392,1024,75,4096,112.1,1752,48,72,"18-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"25-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"Unknown Release Date "
1341,1024,75,4096,112.1,1752,48,70,"18-Oct-2016 "
1303,1024,75,4096,112.1,1752,48,68,"Unknown Release Date "
1366,1024,75,4096,112.1,1752,48,71,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
1379,1024,75,4096,112.1,1752,48,72,"Unknown Release Date "
1392,1024,75,4096,112.1,1752,48,72,"25-Oct-2016 "
1366,1024,75,4096,112.1,1752,48,71,"25-Oct-2016 "
1354,1024,75,4096,112.1,1752,48,70,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"Unknown Release Date "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"Unknown Release Date "
1290,1024,75,4096,112.1,1752,48,67,"18-Oct-2016 "
1290,1024,75,4096,112.1,1752,48,67,"25-Oct-2016 "
1354,1024,75,2048,112.1,1752,40,58,"20-Oct-2016 "
1404,1024,75,2048,112.1,1752,40,61,"01-Nov-2016 "
1379,1024,75,2048,112.1,1752,40,60,"01-Nov-2016 "
1404,1024,75,2048,112.1,1752,40,61,"01-Nov-2016 "
1442,1024,75,2048,112.1,1752,40,62,"01-Nov-2016 "
1366,1024,75,2048,112.1,1752,40,59,"Unknown Release Date "
1354,1024,75,2048,112.1,1752,40,58,"01-Nov-2016 "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1404,1024,75,2048,112.1,1752,40,61,"01-Nov-2016 "
1379,1024,75,2048,112.1,1752,40,60,"01-Nov-2016 "
1366,1024,75,2048,112.1,1752,40,59,"01-Nov-2016 "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1417,1024,75,2048,112.1,1752,40,61,"Unknown Release Date "
1442,1024,75,2048,112.1,1752,40,62,"Unknown Release Date "
1417,1024,75,2048,112.1,1752,40,61,"01-Nov-2016 "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1430,1024,75,2048,112.1,1752,40,62,"Unknown Release Date "
1354,1024,75,2048,112.1,1752,40,58,"Unknown Release Date "
1442,1024,75,2048,112.1,1752,40,62,"25-Oct-2016 "
1417,1024,75,2048,112.1,1752,40,61,"Unknown Release Date "
1110,512,NA,2048,192.3,1502,128,151,"01-Aug-2012 "
1354,1024,75,2048,112.1,1752,40,58,"01-Nov-2016 "
NA,0,30,2048,32,1000,32,48,"17-May-2017 "
1442,1024,75,2048,112.1,1752,40,62,"Unknown Release Date "
1100,512,NA,2048,192.3,1502,128,151,"01-Jun-2012 "
1071,512,NA,2048,192.3,1502,128,146,"01-Apr-2012 "
1006,512,195,2048,192.3,1502,128,135,"01-Mar-2012 "
1006,512,195,4096,192.3,1502,128,135,"07-Nov-2012 "
1137,512,NA,2048,198.4,1550,128,154,"01-Aug-2012 "
1150,512,195,2048,201.6,1575,128,156,"01-Mar-2012 "
1110,512,195,4096,192.3,1502,128,151,"01-May-2012 "
1202,512,195,2048,192.3,1502,128,162,"01-Oct-2012 "
1110,512,195,2048,192.3,1502,128,151,"01-Feb-2012 "
1084,512,195,4096,192.3,1502,128,139,"01-May-2012 "
1006,512,195,4096,192.3,1502,128,135,"22-May-2012 "
1071,512,NA,4096,192.3,1502,128,146,"01-Apr-2012 "
1097,512,195,2048,198.7,1552,128,149,"01-Dec-2012 "
1110,512,NA,2048,192.3,1502,128,151,"01-Sep-2012 "
1058,512,195,2048,198.7,1552,128,144,"22-Mar-2012 "
1084,512,195,2048,192.3,1502,128,147,"01-May-2012 "
1084,512,195,2048,198.7,1552,128,147,"01-May-2012 "
1111,512,NA,4096,192.3,1502,128,151,"01-Feb-2012 "
1110,512,NA,4096,192.3,1502,128,151,"01-Aug-2012 "
1006,512,225,4096,192.3,1502,128,135,"07-Nov-2012 "
1006,512,195,2048,192.3,1502,128,135,"22-Mar-2012 "
928,512,NA,4096,192.3,1502,112,113,"01-Feb-2012 "
1137,512,NA,2048,192.3,1502,128,154,"01-May-2012 "
1098,512,NA,2048,211.5,1652,112,132,"01-May-2012 "
1058,512,NA,2048,192.3,1502,128,146,"01-May-2012 "
915,NA,340,4096,384.5,1502,112,220,"01-May-2012 "
915,512,170,2048,192.3,1502,112,110,"10-May-2012 "
967,512,NA,2048,192.3,1502,112,117,"01-May-2012 "
915,512,170,2048,192.3,1502,112,110,"01-May-2012 "
1006,512,185,2048,195.5,1527,112,121,"01-May-2012 "
980,512,180,4096,192.3,1502,112,118,"01-May-2012 "
965,512,170,2048,192.3,1502,112,117,"01-May-2012 "
980,512,180,2048,192.3,1502,112,118,"01-May-2012 "
1006,512,NA,2048,195.5,1527,112,121,"01-May-2012 "
941,512,NA,2048,192.3,1502,112,114,"01-May-2012 "
1006,512,170,2048,192.3,1502,112,122,"01-May-2012 "
967,512,170,4096,192.3,1502,112,117,"01-May-2012 "
1006,512,170,4096,192.3,1502,112,122,"01-May-2012 "
1006,512,225,2048,198.7,1552,112,113,"01-May-2012 "
1006,512,170,2048,198.7,1552,112,121,"01-Dec-2012 "
1006,512,170,4096,192.3,1502,112,121,"01-May-2012 "
915,512,170,2048,192.3,1502,112,110,"01-May-2012 "
1019,512,NA,2048,192.3,1502,112,121,"01-Jun-2012 "
941,512,170,2048,192.3,1502,112,114,"01-May-2012 "
1006,NA,450,4096,397.3,1552,112,225,"01-May-2012 "
1058,512,NA,2048,192.3,1502,112,127,"01-May-2012 "
915,512,170,2048,192.3,1502,112,110,"01-May-2012 "
980,512,NA,2048,192.3,1502,112,118,"01-May-2012 "
928,512,NA,2048,192.3,1502,112,113,"01-Apr-2013 "
1006,1024,340,4096,384.5,1502,224,243,"01-May-2012 "
915,512,170,4096,192.3,1502,112,110,"21-Aug-2012 "
915,512,170,2048,192.3,1502,112,110,"10-May-2012 "
993,384,140,2048,144.2,1502,80,85,"01-Sep-2012 "
993,384,NA,2048,144.2,1502,80,85,"01-Sep-2012 "
1046,384,NA,2048,158.6,1652,80,89,"01-Sep-2012 "
993,384,140,2048,144.2,1502,80,85,"13-Sep-2014 "
1033,NA,NA,4096,288.4,1502,80,176,"01-Sep-2012 "
915,512,NA,2048,192.3,1502,112,110,"01-May-2012 "
1033,384,NA,2048,144.2,1502,80,88,"01-Sep-2012 "
980,384,NA,2048,144.2,1502,80,83,"01-Sep-2012 "
1033,384,NA,2048,144.2,1502,80,88,"01-Sep-2012 "
928,384,150,2048,144.2,1502,112,113,"01-Aug-2012 "
1098,384,NA,2048,158.6,1652,112,132,"01-Sep-2012 "
1033,384,NA,2048,158.6,1652,112,124,"01-Aug-2012 "
1032,384,150,2048,144.2,1502,112,124,"16-Aug-2012 "
967,384,150,3072,144.2,1502,112,117,"01-Aug-2012 "
980,384,150,3072,144.2,1502,112,119,"01-Sep-2012 "
915,NA,300,4096,288.4,1502,112,220,"01-Aug-2012 "
1019,384,NA,2048,144.2,1502,112,123,"01-Aug-2012 "
915,384,190,2048,144.2,1502,112,110,"01-Aug-2012 "
915,384,150,2048,144.2,1502,112,110,"01-Aug-2012 "
1019,NA,300,4096,288.4,1502,112,246,"01-Aug-2012 "
1033,384,150,2048,144.2,1502,112,123,"01-Aug-2012 "
1006,384,150,3072,144.2,1502,112,121,"16-Aug-2012 "
941,384,NA,2048,144.2,1502,112,114,"01-Oct-2012 "
1006,384,150,2048,144.2,1502,112,121,"16-Aug-2012 "
915,384,150,2048,144.2,1502,112,110,"01-Aug-2012 "
1006,384,160,2048,146.6,1527,112,121,"01-Aug-2012 "
1032,NA,300,4096,288.4,1502,112,249,"16-Aug-2012 "
1006,384,150,3072,144.2,1502,112,121,"01-Aug-2012 "
1032,384,150,3072,144.2,1502,112,124,"01-Aug-2012 "
915,384,NA,2048,144.2,1502,112,110,"01-Aug-2012 "
1006,384,NA,2048,146.6,1527,112,121,"01-Aug-2012 "
1046,384,150,2048,144.2,1502,112,126,"01-Sep-2012 "
1006,384,150,2048,144.2,1502,112,121,"01-Aug-2012 "
1059,384,NA,2048,144.2,1502,112,127,"01-Aug-2012 "
1084,384,150,2048,146.4,1525,112,129,"01-Jun-2013 "
980,384,150,2048,144.2,1502,112,119,"01-Aug-2012 "
915,384,225,2048,144.2,1502,112,110,"01-Aug-2012 "
1046,384,150,2048,144.2,1502,112,126,"01-Oct-2012 "
915,NA,450,6144,432.6,1502,112,329,"01-Aug-2012 "
1006,384,140,2048,146.6,1527,80,86,"01-Sep-2012 "
915,384,150,2048,144.2,1502,112,110,"16-Aug-2012 "
967,384,225,2048,144.2,1502,112,118,"01-Sep-2012 "
1106,384,150,2048,163.4,1702,112,134,"16-Aug-2012 "
980,384,140,2048,144.2,1502,80,83,"06-Sep-2012 "
1006,384,NA,2048,144.2,1502,80,86,"01-Sep-2013 "
1006,384,NA,2048,144.2,1502,80,86,"01-Oct-2012 "
980,NA,280,4096,288.4,1502,80,165,"01-Sep-2012 "
1006,384,NA,2048,146.6,1527,80,86,"01-Oct-2012 "
1085,384,NA,2048,144.2,1502,80,92,"01-Oct-2012 "
980,384,140,2048,144.2,1502,80,83,"01-Sep-2012 "
1033,384,140,3072,144.2,1502,80,88,"01-Sep-2012 "
1033,384,NA,2048,144.2,1502,80,88,"01-Sep-2012 "
1033,NA,260,4096,288.4,1502,80,176,"01-Sep-2012 "
1046,384,NA,2048,144.2,1502,80,89,"01-Sep-2012 "
1046,NA,280,6144,288.4,1502,80,178,"01-Sep-2012 "
1006,384,140,2048,144.2,1502,80,86,"01-Sep-2012 "
980,384,140,2048,144.2,1502,80,83,"06-Sep-2012 "
1046,384,140,3072,144.2,1502,80,89,"01-Sep-2012 "
993,384,140,2048,144.2,1502,80,85,"01-Sep-2012 "
1072,384,140,3072,144.2,1502,80,91,"01-Oct-2012 "
1072,384,NA,2048,144.2,1502,80,91,"01-Oct-2012 "
1072,384,NA,2048,146.6,1527,80,91,"01-Sep-2012 "
1020,384,NA,2048,144.2,1502,80,87,"01-Sep-2012 "
980,384,NA,2048,144.2,1502,80,83,"01-Sep-2012 "
1058,256,64,1024,80,1250,32,34,"06-Sep-2012 "
823,384,130,3072,134.4,1400,96,85,"22-Aug-2012 "
823,384,130,1536,134.4,1400,96,85,"22-Aug-2012 "
993,384,140,2048,144.2,1502,64,68,"26-Mar-2013 "
928,256,110,2048,86.4,1350,64,59,"10-Jan-2012 "
980,384,140,2048,144.2,1502,80,83,"13-Sep-2012 "
1189,256,NA,2048,89.6,1400,32,38,"01-Sep-2012 "
1033,256,NA,2048,99.2,1550,64,66,"01-Oct-2012 "
1071,256,NA,1024,80,1250,32,34,"01-Sep-2012 "
1006,384,140,2048,144.2,1502,80,85,"01-Sep-2012 "
941,256,NA,1024,86.4,1350,64,60,"01-Oct-2012 "
941,256,NA,2048,86.4,1350,64,60,"01-Oct-2012 "
993,256,NA,1024,86.4,1350,64,64,"01-Oct-2012 "
1033,384,140,2048,144.2,1502,64,70,"26-Mar-2013 "
1032,256,NA,1024,86.4,1350,64,66,"01-Oct-2012 "
928,256,NA,1024,86.4,1350,64,59,"01-Oct-2012 "
954,256,NA,1024,86.4,1350,64,61,"01-Oct-2012 "
1032,256,NA,2048,86.4,1350,64,66,"01-Oct-2012 "
1006,256,NA,1024,88,1375,64,64,"01-Oct-2012 "
1071,256,NA,2048,86.4,1350,64,69,"01-Oct-2012 "
928,256,110,2048,86.4,1350,64,59,"10-Jan-2012 "
1006,256,100,1024,88,1375,64,64,"01-Oct-2012 "
966,256,100,1024,86.4,1350,64,62,"01-Oct-2012 "
928,256,NA,1024,86.4,1350,64,59,"10-Jan-2012 "
1071,256,110,1024,86.4,1350,64,69,"01-Oct-2012 "
1072,384,140,2048,144.2,1502,64,73,"26-Mar-2013 "
980,256,150,2048,86.4,1350,64,63,"01-Oct-2012 "
1072,384,140,1024,120.3,1253,64,73,"26-Mar-2013 "
928,256,150,1024,86.4,1350,64,59,"01-Oct-2012 "
1006,384,140,2048,146.6,1527,64,69,"26-Mar-2013 "
954,256,NA,1024,86.4,1350,64,61,"01-Oct-2012 "
1033,256,150,1024,86.4,1350,64,66,"01-Oct-2012 "
980,384,134,1024,120.3,1253,64,66,"26-Mar-2013 "
1006,384,NA,1024,122.5,1276,64,69,"26-Mar-2013 "
1006,384,140,2048,144.2,1502,64,69,"26-Mar-2013 "
1032,384,NA,1024,144.2,1502,64,70,"26-Mar-2013 "
1033,384,140,2048,144.2,1502,64,70,"26-Mar-2013 "
928,256,110,1024,86.4,1350,64,59,"31-Oct-2013 "
980,384,134,2048,144.2,1502,64,66,"26-Mar-2013 "
NA,NA,268,4096,288.4,1502,64,132,"26-Mar-2013 "
928,256,110,1024,86.4,1350,64,59,"09-Oct-2012 "
1020,384,150,2048,144.2,1502,64,69,"26-Mar-2013 "
1058,256,65,1024,80,1250,32,34,"06-Sep-2012 "
1124,256,NA,1024,80,1250,32,36,"01-Sep-2012 "
1058,256,65,2048,80,1250,32,34,"06-Sep-2012 "
1058,256,64,1024,80,1250,32,34,"01-Sep-2012 "
1071,256,NA,1024,80,1250,32,34,"01-Sep-2012 "
1071,256,NA,2048,80,1250,32,34,"01-Sep-2012 "
1058,256,75,2048,80,1250,32,34,"01-Oct-2012 "
1084,256,NA,1024,80,1250,32,35,"01-Sep-2012 "
1058,256,NA,1024,80,1250,32,34,"01-Sep-2012 "
1110,256,NA,4096,80,1250,32,36,"01-Sep-2012 "
1058,256,NA,1024,80,1250,32,34,"01-Sep-2012 "
1058,256,64,1024,80,1250,32,34,"01-Sep-2012 "
1058,256,64,1024,80,1250,32,34,"01-Sep-2012 "
1111,256,NA,1024,80,1250,32,36,"01-Sep-2012 "
1110,256,NA,2048,80,1250,32,36,"01-Sep-2012 "
1058,256,64,1024,80,1250,32,34,"01-Sep-2012 "
1100,256,65,1024,80,1250,32,35,"01-Sep-2012 "
1110,256,NA,1024,80,1250,32,36,"01-Sep-2012 "
1202,256,64,2048,80,1250,32,38,"01-Sep-2012 "
1110,256,84,1024,80,1250,32,36,"01-Sep-2012 "
1202,256,64,1024,80,1250,32,38,"01-Sep-2012 "
1071,256,75,2048,80,1250,32,34,"01-Oct-2012 "
1215,256,150,1024,81.6,1275,32,39,"01-Sep-2012 "
