"Core_Speed","L2_Cache","Max_Power","Memory","Memory_Bandwidth","Memory_Speed","TMUs","Texture_Rate","Release_Date"
980,256,50,2048,86.4,1350,32,31,"25-Jun-2013 "
980,128,33,2048,14.4,900,32,34,"20-Jun-2013 "
810,256,45,2048,28.8,900,32,26,"01-Apr-2013 "
719,128,33,2048,28.8,900,16,14,"06-Mar-2014 "
725,256,33,2048,28.8,900,32,23,"20-Jan-2013 "
775,128,33,2048,14.4,900,16,15,"01-Apr-2013 "
575,128,17,2048,14.4,900,32,30,"01-Apr-2013 "
775,128,15,1024,14.4,900,16,12,"09-Jan-2013 "
625,128,33,1024,14.4,900,16,15,"01-Apr-2013 "
745,256,45,2048,64,1000,32,24,"22-Mar-2012 "
1038,NA,200,16384,320.8,1253,96,199,"07-Oct-2014 "
1038,2048,122,8192,160.4,1253,104,117,"01-Jun-2016 "
1038,2048,100,8192,160.4,1253,96,108,"07-Oct-2014 "
1038,2048,100,4096,160.4,1253,96,108,"07-Oct-2014 "
924,2048,75,3072,120.3,1253,88,91,"01-Jun-2016 "
924,NA,150,12288,240.6,1253,80,159,"07-Oct-2014 "
924,2048,81,3072,120.3,1253,80,83,"07-Oct-2014 "
924,2048,81,6144,120.3,1253,80,79,"07-Oct-2014 "
924,NA,100,4096,160,1250,64,122,"07-Jan-2015 "
1064,2048,165,4096,224,1750,128,152,"22-Sep-2015 "
1029,2048,50,4096,80.2,1253,40,44,"12-Mar-2015 "
924,2048,50,4096,80,1250,64,61,"07-Jan-2015 "
1029,2048,50,2048,80.2,1253,40,44,"12-Mar-2015 "
738,128,20,1024,14.4,900,8,6,"01-Dec-2011 "
993,2048,50,2048,32,1000,40,45,"12-Mar-2015 "
1122,2048,25,2048,16,1001,24,30,"01-Mar-2016 "
928,2048,40,2048,32,1000,32,33,"27-Oct-2015 "
993,2048,50,4096,28.8,900,40,45,"12-Mar-2015 "
NA,2048,70,2048,80,1250,64,64,"07-Jan-2015 "
775,128,15,1024,14.4,900,8,6,"01-Jun-2013 "
928,2048,25,2048,40,1250,24,22,"01-Mar-2016 "
914,2048,50,2048,80,1250,40,40,"12-Mar-2015 "
1072,2048,30,2048,16,1000,24,28,"13-Mar-2015 "
888,2048,25,2048,36,1125,24,21,"01-Mar-2016 "
928,2048,25,2048,14.4,900,24,23,"13-Mar-2015 "
1072,2048,25,4096,16,1000,24,28,"13-Mar-2015 "
575,128,25,4096,14.4,900,32,31,"13-Mar-2015 "
NA,0,25,2048,14.4,900,32,26,"27-Jul-2015 "
575,128,25,2048,14.4,900,32,31,"13-Mar-2015 "
NA,0,35,256,35.2,550,NA,NA,"01-Mar-2006 "
NA,0,NA,512,16,500,NA,NA,"02-Jan-2006 "
NA,0,NA,64,11.2,700,NA,NA,"01-Feb-2006 "
NA,0,NA,256,19.2,600,NA,NA,"02-Aug-2006 "
954,128,25,1024,14.4,900,32,31,"13-Mar-2015 "
NA,0,NA,128,7.2,450,NA,NA,"01-Feb-2006 "
NA,0,NA,256,17.6,550,NA,NA,"25-Feb-2005 "
NA,0,NA,256,9.6,300,NA,NA,"29-Sep-2005 "
NA,0,NA,512,12.2,380,NA,NA,"01-Mar-2006 "
NA,0,NA,32,2.8,350,NA,NA,"01-Feb-2006 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Feb-2006 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Feb-2006 "
NA,0,10,32,2.4,300,NA,NA,"01-Feb-2006 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Nov-2007 "
NA,0,NA,320,NA,NA,NA,NA,"01-Nov-2007 "
NA,0,NA,256,16,500,NA,NA,"01-Mar-2006 "
NA,0,29,NA,25.6,800,NA,NA,"01-Jun-2007 "
NA,0,29,256,25.6,800,NA,NA,"01-Jun-2007 "
NA,0,20,512,22.4,700,NA,NA,"01-Jun-2007 "
NA,0,20,256,22.4,700,NA,NA,"01-Jun-2007 "
NA,0,11,256,9.6,600,NA,NA,"01-May-2007 "
NA,0,18,512,22.4,700,NA,NA,"01-Jun-2007 "
NA,0,10,256,9.6,600,NA,NA,"01-May-2007 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Feb-2006 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Jun-2008 "
NA,0,14,512,19.2,600,NA,NA,"01-May-2007 "
NA,512,65,NA,12.8,800,8,9,"02-Jun-2015 "
NA,0,NA,NA,21.3,667,NA,NA,"01-Apr-2011 "
NA,0,73,NA,10.7,667,NA,NA,"30-May-2010 "
NA,0,NA,NA,21.3,667,NA,NA,"01-Apr-2011 "
NA,0,NA,NA,17.1,533,NA,NA,"01-May-2011 "
NA,0,45,NA,NA,NA,NA,NA,"25-Jan-2010 "
NA,0,NA,NA,NA,NA,4,3,"01-May-2008 "
350,1024,47,NA,34.1,1067,16,17,"01-Sep-2015 "
NA,0,NA,NA,NA,NA,NA,NA,"01-Aug-2008 "
NA,NA,200,8192,256,500,64,384,"30-Sep-2017 "
NA,NA,375,8192,256,500,64,410,"30-Jul-2017 "
NA,0,NA,NA,NA,NA,NA,NA,"28-Feb-2007 "
NA,0,300,6144,480,1250,NA,NA,"25-Mar-2013 "
NA,0,NA,256,75.5,1180,NA,NA,"21-Dec-2004 "
NA,0,225,6144,264,1375,NA,NA,"25-Mar-2013 "
1018,NA,750,16384,1280,1250,176,717,"08-Apr-2014 "
1018,NA,500,8192,640,1250,176,358,"29-Apr-2014 "
1018,NA,500,8192,640,1250,176,358,"29-Apr-2014 "
1000,1024,290,8192,352,1375,176,176,"07-Nov-2014 "
NA,0,150,4096,153.6,1200,NA,NA,"25-Mar-2013 "
1000,2048,175,4096,512,500,256,256,"27-Aug-2015 "
1000,1024,290,4096,320,1250,176,176,"24-Oct-2013 "
NA,NA,500,8192,1024,500,256,538,"24-Jun-2015 "
NA,0,NA,NA,3.2,400,NA,NA,"01-Nov-2004 "
1000,2048,375,4096,512,500,224,224,"10-Jul-2015 "
1050,2048,275,4096,512,500,256,269,"24-Jun-2015 "
1000,2048,275,4096,512,500,224,224,"10-Jul-2015 "
1090,1024,300,8192,384,1500,176,192,"18-Jun-2015 "
1060,1024,300,8192,384,1500,176,187,"18-Jun-2015 "
1050,1024,275,8192,384,1500,176,185,"18-Jun-2015 "
1055,1024,375,8192,384,1500,176,186,"18-Jun-2015 "
1080,1024,375,8192,384,1500,176,190,"18-Jun-2015 "
1060,1024,375,8192,384,1500,176,187,"18-Jun-2015 "
1070,1024,300,8192,384,1500,176,188,"18-Jun-2015 "
1100,1024,300,8192,390.4,1525,176,194,"18-Jun-2015 "
1100,1024,275,8192,390.4,1525,176,194,"13-Aug-2015 "
1060,1024,300,8192,384,1500,176,187,"18-Jun-2015 "
1050,NA,550,16384,768,1500,176,370,"18-Jun-2015 "
1070,1024,375,8192,384,1500,176,188,"18-Jun-2015 "
1060,1024,300,8192,384,1500,176,187,"18-Jun-2015 "
1000,1024,275,8192,384,1500,160,160,"18-Jun-2015 "
1050,1024,275,8192,384,1500,176,185,"18-Jun-2015 "
1010,1024,300,8192,384,1500,160,162,"18-Jun-2015 "
1050,1024,275,8192,384,1500,176,185,"18-Jun-2015 "
1010,1024,375,8192,384,1500,160,162,"18-Jun-2015 "
1040,1024,375,8192,384,1500,160,166,"16-Sep-2015 "
1025,1024,275,8192,384,1500,160,164,"18-Jun-2015 "
1060,1024,275,8192,390.4,1525,160,170,"18-Jun-2015 "
1000,NA,550,16384,768,1500,160,320,"18-Jun-2015 "
1000,NA,580,16384,691.2,1350,160,320,"03-Sep-2015 "
1050,1024,300,8192,384,1500,160,168,"18-Jun-2015 "
1030,768,225,4096,185.6,1450,128,132,"19-Nov-2015 "
1025,NA,550,16384,768,1500,160,328,"18-Jun-2015 "
990,768,190,4096,182.4,1425,128,127,"19-Nov-2015 "
1000,1024,275,8192,384,1500,160,160,"18-Jun-2015 "
1010,1024,300,8192,384,1500,160,162,"18-Jun-2015 "
1040,768,225,4096,192,1500,128,133,"19-Nov-2015 "
1020,768,190,4096,182.4,1425,128,131,"19-Nov-2015 "
1000,1024,300,8192,384,1500,160,160,"18-Jun-2015 "
990,768,190,4096,182.4,1425,128,127,"19-Nov-2015 "
1020,768,225,4096,188.8,1475,128,131,"19-Nov-2015 "
980,768,190,4096,182.4,1425,128,125,"19-Nov-2015 "
970,768,190,4096,182.4,1425,128,124,"19-Nov-2015 "
970,768,190,4096,182.4,1425,128,124,"19-Nov-2015 "
980,768,225,2048,176,1375,112,110,"18-Jun-2015 "
1030,768,190,4096,182.4,1425,128,132,"19-Nov-2015 "
990,768,190,4096,182.4,1425,112,111,"18-Jun-2015 "
980,768,190,2048,188.8,1475,112,110,"18-Jun-2015 "
980,768,190,4096,188.8,1475,112,110,"18-Jun-2015 "
985,768,225,4096,185.6,1450,112,110,"18-Jun-2015 "
990,768,190,4096,182.4,1425,112,111,"18-Jun-2015 "
985,768,225,2048,176,1375,112,110,"18-Jun-2015 "
980,768,190,2048,176,1375,112,110,"18-Jun-2015 "
1000,768,190,4096,185.6,1450,112,112,"18-Jun-2015 "
990,768,190,4096,182.4,1425,112,111,"18-Jun-2015 "
980,768,190,2048,176,1375,112,110,"18-Jun-2015 "
1000,768,190,2048,179.2,1400,112,112,"18-Jun-2015 "
970,NA,400,4096,352,1375,112,217,"18-Jun-2015 "
990,768,190,4096,182.4,1425,112,111,"18-Jun-2015 "
918,512,190,2048,176,1375,112,103,"07-May-2015 "
980,768,190,4096,188.8,1475,112,110,"18-Jun-2015 "
990,768,190,2048,176,1375,112,111,"18-Jun-2015 "
925,512,150,2048,179.2,1400,64,62,"07-May-2015 "
985,NA,300,8192,358.4,1400,64,126,"18-Jun-2015 "
1000,1024,180,2048,179.2,1400,80,84,"27-Aug-2015 "
970,768,190,2048,176,1375,112,109,"18-Jun-2015 "
985,1024,150,2048,179.2,1400,64,66,"18-Jun-2015 "
1020,NA,220,8192,364.8,1425,64,137,"18-Jun-2015 "
985,1024,150,2048,179.2,1400,64,66,"18-Jun-2015 "
985,1024,150,4096,179.2,1400,64,63,"18-Jun-2015 "
970,1024,110,2048,179.2,1400,64,65,"18-Jun-2015 "
935,1024,110,2048,182.4,1425,64,63,"18-Jun-2015 "
990,768,190,4096,176,1375,112,111,"18-Jun-2015 "
1020,1024,110,4096,182.4,1425,64,68,"18-Jun-2015 "
1000,512,85,2048,104,1625,48,50,"07-May-2015 "
1000,1024,110,2048,182.4,1425,64,67,"18-Jun-2015 "
925,NA,225,4096,358.4,1400,64,125,"18-Jun-2015 "
1000,1024,150,4096,179.2,1400,64,67,"18-Jun-2015 "
1100,512,120,2048,104,1625,56,64,"30-Oct-2015 "
975,1024,110,2048,179.2,1400,64,65,"18-Jun-2015 "
1000,1024,150,2048,179.2,1400,64,67,"18-Jun-2015 "
925,1024,110,2048,179.2,1400,64,62,"18-Jun-2015 "
1060,512,150,2048,104,1625,48,51,"18-Jun-2015 "
1050,512,100,2048,112,1750,48,50,"18-Jun-2015 "
1100,512,100,2048,96,1500,48,53,"18-Jun-2015 "
1050,512,100,2048,104,1625,48,50,"18-Jun-2015 "
1050,512,100,2048,96,1500,48,50,"18-Jun-2015 "
1060,512,100,2048,105.6,1650,48,51,"18-Jun-2015 "
1050,512,100,2048,96,1500,48,50,"18-Jun-2015 "
1070,512,100,2048,104,1625,48,51,"18-Jun-2015 "
1060,512,150,2048,96,1500,48,51,"18-Jun-2015 "
1200,512,150,2048,104,1625,48,58,"18-Jun-2015 "
1050,NA,200,4096,192,1500,48,101,"18-Jun-2015 "
1070,512,50,2048,96,1500,48,51,"09-Mar-2016 "
1070,512,100,2048,104,1625,48,51,"18-Jun-2015 "
730,512,50,2048,28.8,900,24,19,"05-May-2015 "
1050,512,100,2048,104,1625,48,50,"18-Jun-2015 "
800,512,65,2048,72,1125,20,17,"05-May-2015 "
830,512,50,2048,28.8,900,20,17,"05-May-2015 "
1050,512,75,2048,96,1500,48,50,"18-Jun-2015 "
1000,512,65,2048,73.6,1150,24,25,"01-Sep-2015 "
1050,1024,300,4096,320,1250,176,185,"01-Dec-2013 "
1000,NA,350,8192,1024,500,256,512,"26-Apr-2016 "
1030,1024,290,8192,352,1375,176,181,"07-Nov-2014 "
1080,1024,290,4096,361,1410,176,190,"29-Apr-2014 "
1040,NA,NA,8192,691.2,1350,176,366,"07-Jan-2014 "
1040,1024,290,4096,332.8,1300,176,183,"01-Dec-2013 "
1000,512,65,1024,73.6,1150,24,25,"05-May-2015 "
1040,1024,290,4096,345.6,1350,176,183,"07-Jan-2014 "
1030,1024,NA,4096,320,1250,176,181,"26-Oct-2013 "
1080,1024,290,4096,320,1250,176,190,"01-Mar-2014 "
1040,NA,580,8192,640,1250,176,366,"01-Dec-2013 "
1040,1024,290,4096,320,1250,176,183,"01-Dec-2013 "
1040,NA,NA,8192,640,1250,176,366,"01-Dec-2013 "
1040,1024,290,8192,320,1250,176,183,"06-Nov-2014 "
1030,1024,250,4096,320,1250,176,181,"24-Oct-2013 "
1000,NA,500,8192,640,1250,176,352,"24-Oct-2013 "
1050,NA,600,8192,691.2,1350,176,370,"01-Dec-2013 "
1050,1024,300,4096,345.6,1350,176,185,"19-Dec-2013 "
1040,1024,290,4096,320,1250,176,183,"01-Dec-2013 "
1000,1024,290,4096,320,1250,176,176,"24-Oct-2013 "
1050,1024,375,4096,345.6,1350,176,185,"19-Mar-2014 "
980,1024,250,4096,320,1250,160,157,"05-Nov-2013 "
1000,1024,300,4096,320,1250,176,176,"06-Jan-2014 "
1030,1024,275,4096,358.4,1400,160,165,"05-Apr-2014 "
947,1024,250,4096,320,1250,160,152,"20-Dec-2013 "
975,1024,250,4096,320,1250,160,156,"05-Nov-2013 "
1000,1024,275,4096,332.8,1300,160,160,"05-Dec-2013 "
975,1024,250,4096,320,1250,160,156,"05-Nov-2013 "
1007,1024,275,4096,320,1250,160,161,"23-Dec-2013 "
1000,NA,550,8192,665.6,1300,160,320,"05-Dec-2013 "
947,1024,275,4096,320,1250,160,152,"05-Nov-2013 "
1040,1024,275,4096,345.6,1350,160,166,"13-Jan-2014 "
1040,NA,NA,8192,640,1250,160,333,"05-Dec-2013 "
1040,1024,275,4096,320,1250,160,166,"05-Dec-2013 "
1040,1024,275,4096,320,1250,160,166,"05-Nov-2013 "
975,1024,250,4096,320,1250,160,156,"05-Nov-2013 "
1000,1024,275,4096,320,1250,160,160,"17-Jan-2014 "
928,768,190,2048,179.2,1400,112,104,"02-Sep-2014 "
918,768,190,2048,176,1375,112,103,"02-Sep-2014 "
947,NA,550,8192,640,1250,160,303,"05-Nov-2013 "
918,768,190,2048,176,1375,112,103,"02-Sep-2014 "
947,1024,275,4096,320,1250,160,152,"05-Nov-2013 "
918,768,190,2048,176,1375,112,103,"02-Sep-2014 "
965,768,190,2048,179.2,1400,112,108,"01-Sep-2014 "
945,768,190,2048,176,1375,112,106,"02-Sep-2014 "
945,768,190,2048,176,1375,112,106,"02-Sep-2014 "
973,768,190,2048,179.2,1400,112,109,"02-Sep-2014 "
954,768,190,2048,179.2,1400,112,107,"02-Sep-2014 "
918,768,190,2048,176,1375,112,103,"02-Sep-2014 "
850,768,250,3072,288,1500,128,128,"08-Oct-2013 "
1000,768,250,3072,297.6,1550,128,138,"09-Oct-2013 "
973,768,190,2048,179.2,1400,112,109,"02-Sep-2014 "
850,768,250,3072,288,1500,128,128,"08-Oct-2013 "
NA,NA,500,6144,595.2,1550,128,274,"08-Oct-2013 "
1020,768,250,3072,288,1500,128,141,"20-Dec-2013 "
1000,768,250,3072,288,1500,128,141,"01-Mar-2014 "
1100,768,250,3072,307.2,1600,128,147,"08-Oct-2013 "
1000,768,250,6144,288,1500,128,134,"08-Mar-2014 "
870,768,250,3072,288,1500,128,131,"08-Oct-2013 "
950,768,250,3072,297.6,1550,128,137,"08-Oct-2013 "
1000,768,250,3072,288,1500,128,134,"08-Oct-2013 "
1000,768,250,3072,288,1500,128,134,"08-Oct-2013 "
880,768,250,3072,288,1500,128,132,"05-Dec-2013 "
1000,768,250,3072,288,1500,128,141,"09-Oct-2013 "
950,768,375,3072,307.2,1600,128,141,"08-Oct-2013 "
1000,768,280,3072,288,1500,128,141,"08-Oct-2013 "
NA,NA,550,6144,576,1500,128,256,"01-Oct-2013 "
970,768,250,3072,307.2,1600,128,137,"09-Oct-2013 "
925,768,280,3072,288,1500,128,128,"08-Oct-2013 "
850,768,250,3072,288,1500,128,128,"08-Oct-2013 "
933,768,200,3072,249.6,1300,112,112,"04-Mar-2014 "
855,768,200,3072,240,1250,112,108,"04-Mar-2014 "
847,768,200,3072,240,1250,112,107,"04-Mar-2014 "
950,768,225,3072,240,1250,112,120,"17-Mar-2014 "
933,768,200,3072,240,1250,112,112,"11-Mar-2014 "
855,768,200,3072,240,1250,112,108,"04-Mar-2014 "
874,768,200,3072,249.6,1300,112,110,"04-Mar-2014 "
850,768,200,3072,240,1250,112,105,"04-Mar-2014 "
850,768,250,3072,288,1500,128,128,"08-Oct-2013 "
NA,NA,400,6144,480,1250,112,209,"04-Mar-2014 "
1000,512,180,4096,179.2,1400,80,84,"08-Oct-2013 "
1050,512,180,2048,185.6,1450,80,88,"08-Oct-2013 "
1050,512,180,2048,185.6,1450,80,88,"08-Oct-2013 "
1030,512,180,2048,179.2,1400,80,86,"19-Dec-2013 "
1100,512,180,2048,192,1500,80,92,"08-Oct-2013 "
1020,512,180,4096,179.2,1400,80,86,"08-Oct-2013 "
1020,512,180,2048,179.2,1400,80,86,"08-Oct-2013 "
827,768,200,3072,240,1250,112,104,"04-Mar-2014 "
1100,512,180,2048,192,1500,80,92,"21-Apr-2014 "
1060,512,180,2048,182.4,1425,80,88,"26-Nov-2013 "
1100,512,180,2048,179.2,1400,80,92,"09-Oct-2013 "
1030,512,180,2048,179.2,1400,80,86,"08-Oct-2013 "
1150,512,180,2048,179.2,1400,80,94,"31-Oct-2013 "
1030,NA,NA,8192,358.4,1400,80,179,"09-Oct-2013 "
1030,NA,180,4096,358.4,1400,80,179,"09-Oct-2013 "
1030,512,180,2048,179.2,1400,80,86,"08-Oct-2013 "
1030,512,180,2048,179.2,1400,80,86,"06-May-2014 "
1100,512,180,2048,179.2,1400,80,91,"09-Oct-2013 "
1050,NA,180,8192,358.4,1400,80,176,"09-Oct-2013 "
1030,512,180,2048,179.2,1400,80,90,"09-Oct-2013 "
1030,512,175,2048,179.2,1400,80,86,"08-Oct-2013 "
1050,512,180,4096,179.2,1400,80,88,"09-Oct-2013 "
1050,512,180,2048,179.2,1400,80,88,"09-Oct-2013 "
1000,512,180,2048,179.2,1400,80,84,"08-Oct-2013 "
1050,512,225,4096,179.2,1400,80,88,"09-Oct-2013 "
1000,NA,360,4096,358.4,1400,80,168,"08-Oct-2013 "
900,512,150,2048,179.2,1400,80,74," 13-Nov-2013 "
920,512,NA,2048,179.2,1400,80,76,"13-Nov-2013 "
1030,512,180,4096,179.2,1400,80,90,"09-Oct-2013 "
930,512,NA,2048,179.2,1400,80,76,"13-Nov-2013 "
900,512,175,2048,179.2,1400,80,78,"13-Nov-2013 "
900,512,150,2048,179.2,1400,64,59,"13-Mar-2015 "
950,512,175,2048,179.2,1400,80,78,"13-Nov-2013 "
950,512,175,2048,179.2,1400,80,78,"13-Nov-2013 "
925,512,150,2048,179.2,1400,80,76,"13-Nov-2013 "
950,512,175,2048,179.2,1400,80,78,"13-Nov-2013 "
900,NA,300,4096,358.4,1400,80,148,"13-Nov-2013 "
1070,512,180,2048,179.2,1400,80,90,"08-Oct-2013 "
900,512,150,2048,179.2,1400,80,74,"13-Nov-2013 "
930,NA,300,4096,358.4,1400,80,153,"18-Dec-2013 "
930,512,146,2048,179.2,1400,80,76,"18-Dec-2013 "
930,512,NA,2048,104,1625,32,30,"21-Dec-2013 "
NA,512,115,2048,104,1625,56,62,"21-Dec-2013 "
900,512,150,2048,179.2,1400,80,74,"13-Nov-2013 "
900,512,150,2048,179.2,1400,64,59,"13-Feb-2014 "
1008,512,150,2048,179.2,1400,64,66,"18-Mar-2014 "
900,512,150,2048,179.2,1400,64,59,"13-Feb-2014 "
NA,NA,300,4096,358.4,1400,64,118,"13-Feb-2014 "
930,512,150,2048,179.2,1400,64,61,"19-Mar-2014 "
1100,512,115,2048,102.4,1600,56,62,"08-Oct-2013 "
930,512,146,2048,179.2,1400,80,76,"13-Nov-2013 "
900,512,150,2048,179.2,1400,64,59,"13-Feb-2014 "
1160,512,115,2048,105.6,1650,56,65,"08-Oct-2013 "
900,512,150,2048,179.2,1400,64,61,"13-Feb-2014 "
NA,4096,225,NA,1024,500,256,269,"01-Nov-2016 "
1250,2048,150,NA,NA,1750,128,160,"01-Nov-2016 "
1000,4096,250,NA,NA,500,384,384,"01-Jun-2016 "
1120,2048,150,8192,256,2000,144,185,"29-Jun-2016 "
1000,512,85,2048,80,1250,56,56,"05-Feb-2015 "
1120,2048,150,8192,256,2000,144,193,"29-Jul-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,185,"29-Jul-2016 "
1150,4096,175,NA,NA,500,256,333,"01-Nov-2016 "
1030,512,85,2048,80,1250,56,58,"08-Oct-2013 "
1030,512,85,2048,80,1250,56,58,"08-Oct-2013 "
1188,512,85,2048,80,1250,56,67,"05-Feb-2015 "
NA,NA,300,4096,358.4,1400,64,118,"13-Feb-2014 "
1050,512,85,2048,80,1250,56,59,"05-Feb-2015 "
1075,512,85,2048,80,1250,56,60,"08-Oct-2013 "
1000,512,85,2048,80,1250,56,56,"05-Feb-2015 "
1075,512,105,1024,102.4,1600,56,60,"08-Oct-2013 "
1075,512,105,2048,102.4,1600,56,60,"08-Oct-2013 "
1050,512,105,2048,96,1500,56,59,"20-Dec-2013 "
1050,512,105,2048,96,1500,56,59,"28-Feb-2015 "
1175,512,105,2048,96,1500,56,66,"08-Oct-2013 "
1050,512,105,2048,96,1500,56,59,"08-Oct-2013 "
1050,512,105,1024,96,1500,56,59,"08-Oct-2013 "
1075,512,105,1024,102.4,1600,56,60,"31-Oct-2013 "
1000,512,105,1024,96,1500,56,56,"08-Oct-2013 "
1000,512,105,2048,96,1500,56,56,"09-Oct-2013 "
1030,512,105,1024,96,1500,56,58,"08-Oct-2013 "
1100,512,105,2048,96,1500,56,62,"08-Oct-2013 "
1050,512,105,1024,96,1500,56,59,"26-Dec-2013 "
1000,512,105,2048,96,1500,56,56,"08-Oct-2013 "
1000,512,105,1024,96,1500,56,56,"31-Oct-2013 "
1075,512,105,1024,96,1500,56,60,"26-Dec-2013 "
1075,512,105,1024,102.4,1600,56,60,"08-Oct-2013 "
1000,512,105,1024,96,1500,56,56,"08-Oct-2013 "
1160,512,115,2048,105.6,1650,56,65,"08-Oct-2013 "
1100,512,115,2048,104,1625,56,62,"08-Oct-2013 "
1188,512,115,2048,104,1625,56,67,"09-Oct-2013 "
1188,512,115,2048,104,1625,56,67,"09-Oct-2013 "
1150,512,120,2048,105.6,1650,56,64,"08-Oct-2013 "
1188,512,115,2048,112,1750,56,67,"08-Oct-2013 "
1175,512,115,2048,104,1625,56,66,"08-Oct-2013 "
1160,512,105,2048,105.6,1650,56,65,"08-Oct-2013 "
1100,NA,230,4096,208,1625,56,123,"01-Oct-2013 "
1100,512,115,2048,104,1625,56,62,"08-Oct-2013 "
1100,512,115,2048,104,1625,56,62,"08-Oct-2013 "
1120,2048,150,8192,256,2000,144,191,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1208,2048,150,8192,256,2000,144,193,"29-Jul-2016 "
1208,2048,150,4096,224,1750,144,188,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,120,4096,224,1750,144,182,"01-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jul-2016 "
1120,2048,150,8192,256,2000,144,192,"29-Jul-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,184,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,184,"15-Aug-2016 "
1120,2048,150,4096,224,1750,144,188,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,188,"15-Aug-2016 "
1120,2048,150,8192,256,2000,144,186,"Unknown Release Date "
1120,2048,120,4096,224,1750,144,186,"Unknown Release Date "
1120,2048,150,8192,256,2000,144,193,"29-Jun-2016 "
1000,512,95,2048,96,1500,48,48,"17-Dec-2013 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,120,4096,224,1750,144,182,"Unknown Release Date "
1050,512,95,1024,96,1500,48,50,"20-Jan-2014 "
1120,2048,120,4096,224,1750,144,182,"01-Jun-2016 "
950,512,80,1024,72,1125,40,38,"13-Feb-2014 "
1120,2048,150,8192,256,2000,144,193,"29-Jun-2016 "
1100,512,80,1024,83.2,1300,40,44,"13-Feb-2014 "
1000,512,80,1024,72,1125,40,40," 13-Feb-2014 "
1050,512,80,1024,72,1125,40,42,"13-Feb-2014 "
950,512,83,1024,72,1125,40,38,"13-Feb-2014 "
1000,512,80,1024,72,1125,40,40,"13-Feb-2014 "
950,NA,160,4096,144,1125,40,76,"10-Feb-2014 "
1020,512,80,2048,72,1125,40,41,"13-Feb-2014 "
1000,512,80,1024,72,1125,40,40,"13-Feb-2014 "
800,512,61,1024,72,1125,32,26,"20-Dec-2013 "
800,512,75,1024,72,1125,32,26,"20-Dec-2013 "
800,512,55,1024,72,1125,32,26,"20-Dec-2013 "
1020,512,80,2048,73.6,1150,40,41,"13-Feb-2014 "
1000,512,65,2048,25.6,800,24,25,"09-Oct-2013 "
950,512,80,2048,72,1125,40,38,"10-Feb-2014 "
1000,512,65,2048,28.8,900,24,25,"09-Oct-2013 "
1050,512,65,2048,28.8,900,24,26,"11-Oct-2013 "
1000,512,65,1024,25.6,800,24,25,"09-Oct-2013 "
1000,512,65,2048,28.8,900,24,25,"09-Oct-2013 "
1120,2048,150,8192,256,2000,144,185,"29-Jun-2016 "
1000,512,48,2048,28.8,900,24,25,"09-Oct-2013 "
1000,512,65,2048,28.8,900,24,25,"08-Oct-2013 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,185,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,186,"29-Jun-2016 "
1120,2048,120,4096,224,1750,144,182,"01-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,4096,224,1750,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"Unknown Release Date "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,192,"29-Jun-2016 "
1120,NA,300,16384,512,2000,144,365,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
1120,2048,150,8192,256,2000,144,182,"29-Jun-2016 "
926,2048,120,4096,224,1750,128,164,"04-Aug-2016 "
1120,2048,120,4096,224,1750,144,182,"01-Jun-2016 "
926,2048,120,4096,224,1750,96,118,"04-Aug-2016 "
1000,512,65,1024,73.6,1150,24,25,"08-Oct-2013 "
1050,512,75,1024,73.6,1150,24,26,"08-Oct-2013 "
926,2048,120,4096,211.2,1650,96,118,"04-Aug-2016 "
926,2048,120,4096,224,1750,96,121,"04-Aug-2016 "
1000,NA,130,2048,147.2,1150,24,50,"08-Oct-2013 "
